0.200000
     0   	4420.731040
     1   	3353.580103
     2   	2063.030986
     3   	1662.001226
     4   	1487.754153
     5   	1374.611471
     6   	1278.144194
     7   	1202.780234
     8   	1142.819185
     9   	1109.711534
    10   	1085.016512
    11   	1063.684028
    12   	1039.784100
    13   	1021.747320
    14   	991.277591
    15   	974.144179
    16   	947.367286
    17   	937.538566
    18   	932.511598
    19   	913.992428
    20   	905.644374
    21   	887.313929
    22   	890.079221
    23   	874.447282
    24   	876.651680
    25   	867.782289
    26   	856.419489
    27   	839.580777
    28   	841.976391
    29   	828.345157
    30   	835.035451
    31   	821.512696
    32   	800.993917
    33   	812.415042
    34   	793.951567
    35   	796.207379
    36   	806.901132
    37   	781.831123
    38   	775.315191
    39   	777.936031
    40   	787.781824
    41   	784.446870
    42   	767.659504
    43   	750.103176
    44   	763.101001
    45   	741.683818
    46   	734.580113
    47   	732.266224
    48   	736.344893
    49   	728.932917
    50   	723.292547
    51   	719.115995
    52   	718.383154
    53   	723.665694
    54   	716.190188
    55   	716.251425
    56   	713.038948
    57   	719.139410
    58   	699.423757
    59   	712.784691
    60   	713.609301
    61   	700.712421
    62   	692.972940
    63   	695.972098
    64   	693.279857
    65   	698.633755
    66   	684.879130
    67   	685.891452
    68   	692.969075
    69   	684.088187
    70   	695.220519
    71   	685.232878
    72   	666.808222
    73   	666.735553
    74   	687.894705
    75   	683.235549
    76   	670.613580
    77   	669.331849
    78   	660.310458
    79   	672.816757
    80   	666.291335
    81   	646.715198
    82   	657.849882
    83   	645.207516
    84   	653.787651
    85   	674.329359
    86   	650.596434
    87   	667.446167
    88   	649.969985
    89   	652.614887
    90   	649.623500
    91   	654.979732
    92   	644.703231
    93   	636.447247
    94   	637.709740
    95   	634.442347
    96   	650.185661
    97   	633.923208
    98   	646.969532
    99   	634.089743
   100   	644.835499
   101   	634.112785
   102   	617.902316
   103   	629.710301
   104   	632.228166
   105   	639.229237
   106   	615.967253
   107   	613.172829
   108   	620.694627
   109   	621.269893
   110   	616.813243
   111   	616.742017
   112   	603.925721
   113   	609.661581
   114   	604.309293
   115   	610.873784
   116   	612.619746
   117   	607.739027
   118   	600.865660
   119   	591.886597
   120   	586.118021
   121   	589.117598
   122   	595.273965
   123   	590.379312
   124   	583.752848
   125   	585.985853
   126   	590.689851
   127   	584.899868
   128   	606.743243
   129   	590.600896
   130   	590.239993
   131   	589.421623
   132   	585.385389
   133   	581.567609
   134   	584.232651
   135   	587.715374
   136   	575.601884
   137   	581.088217
   138   	578.092792
   139   	574.478353
   140   	594.912479
   141   	584.766101
   142   	575.376279
   143   	568.685784
   144   	557.957615
   145   	573.396641
   146   	578.439525
   147   	577.158328
   148   	581.744208
   149   	579.247595
   150   	579.041071
   151   	567.358989
   152   	555.510491
   153   	569.666199
   154   	586.298912
   155   	562.062241
   156   	567.206392
   157   	568.127762
   158   	562.564314
   159   	565.485790
   160   	563.379186
   161   	568.682324
   162   	554.423856
   163   	551.809511
   164   	546.431811
   165   	551.318332
   166   	540.717189
   167   	545.412937
   168   	549.677898
   169   	556.637987
   170   	572.984046
   171   	554.449953
   172   	544.382802
   173   	542.061708
   174   	542.304487
   175   	540.804295
   176   	551.332437
   177   	555.517367
   178   	543.558872
   179   	533.428563
   180   	538.770021
   181   	540.414236
   182   	540.907857
   183   	544.529008
   184   	535.773337
   185   	533.817482
   186   	539.388822
   187   	539.433134
   188   	550.338645
   189   	547.574201
   190   	533.754150
   191   	535.211634
   192   	534.871324
   193   	538.279224
   194   	519.378867
   195   	548.393914
   196   	535.281294
   197   	529.617956
   198   	518.123421
   199   	522.081186
   200   	530.366886
   201   	530.154301
   202   	518.915381
